texts,Prediction
เทรดน่าจะไม่เป็นไร แต่ถ้าเอาเงินเข้าไทยก็น่าโดนครับ,neu
"ก็เหมือนลงทุนในหุ้น ตปท. ครับ อันนี้เหมือนเคยเคลียร์ไปรอบละ
และคงยากที่จะทำเหมือน service tax เพราะ หลายๆประเทศไม่นับ
เป็น asset ด้วย การทำ legalize ก็คือการยอมรับอย่างนึง",pos
คือหักแค่เอาเข้าบัญชีไทยใช่ไหมครับ,neu
งั้นก็โอนเหรียญจากนอกเข้า...,neu
"cap ในคอมจะแจ้งเปล่า
",neu
อย่างมากที่สุดควรดักจับได้แค่ปุ่ม print screen ถ้า active อีกหน้าต่างหนึ่งก็จับไม่ได้แล้ว แต่ถ้าจับได้ด้วยวิธีอื่นก็ปัญหาใหญ่ระดับโลก,neg
"แชทเข้ารหัสมันเข้าผ่านโครมไม่ได้อยู่แล้วนี่ครับ
จริงๆ เข้าผ่านแอปบนคอมก็ไม่ได้เหมือนกัน อาจจะต้องเป็นแอปผ่าน WSA แล้วแคปแทน",pos
"กด Task Switcher แล้วค่อยแคปหน้าจอจาก Task Switcher
เชื่อว่าไม่ขึ้นเตือน เพราะไม่ได้แคปจากหน้าแอปโดยตรง",neu
เข้าใจว่าเป็นเรื่องของ Neural Engine ครับ iPhone X/XS/XR/11 มี Neural Core น้อยเมื่อเทียบกับ 12/13 (12/13 มี 12 คอร์ X-11 มี 2-6 คอร์) เลยทำให้ใช้ไม่ได้เพราะพลังประมวลผล ML ไม่พอขนาดแค่นี้ ตัวเครื่องยังแจ้งว่าความปลอดภัยตอนสแกนลดลงด้วยเลยครับ เพราะมันประมวลผลแค่หน้าผากกับตา,neg
รุ่นเก่าอดอีกเหรอเนี่ย,neg
ผมใช้ iPhone X ปลดล็อกตอนใส่หน้ากากบ่อยๆ จนวันนึงอยู่ดีๆมันก็ปลดล็อกได้เอง ไม่ต้องใส่ pin ไม่ต้องถอดหน้ากาก เข้าไปถามที่ iStudio ก็มีเจ้าหน้าที่ซัพพอร์ทคนนึง เค้าก็ว่าเครื่องเค้าก็ปลดล็อกได้เหมือนกัน สรุปคือมันปลดได้ แต่เป็นแค่เฉพาะเครื่อง อาจจะเพราะ Neural Engine มันเรียนรู้จนมันทำได้,neg
สำคัญมากครับ ขอให้สำเร็จนะ,pos
ใส่สแกนนิ้วก็จบ กั๊กอยู่ได้ ที ipad ยังใส่ได้,neg
จริง ใช้ชีวิตลำบากมากเลยไม่มีแสกนลายนิ้วมือ นี่ถ้าไม่ติดว่ามันรับโทรไลน์ได้ดีกว่าแอนดรอย ก็ไม่ได้คิดจะใช้เลย,neg
apple จะไม่ใส่อะไรที่ซ้ำซ้อนน่ะครับ คือต้องเลือกอย่างใดอย่างนึง มีมันสองอย่างไม่ได้แล้วเค้าคงเลือกสแกนหน้า ,pos
iPhone X โฆษณาไว้ไงว่าปลอดภัยกว่า เดี๋ยวโดนหาว่าไม่ปลอดภัย,pos
สแกนนิ้วก็ใช่ว่าไม่มีปัญหานะครับ แค่ว่าไม่ใช่คนไทย แต่เป็นคนที่อยู่ในพื้นที่หนาวเย็นจนต้องใส่ถุงมือ พอมีสแกนหน้ามันก็ใช้ได้หมด จนมาเจอโควิดเนี่ย,pos
อุปกรณ์อื่นเค้าก็มีสแกนหน้าพร้อมสแกนนิ้วกันได้นะครับ,neg
ก่อนจะใส่ของเพิ่มต้องหาของที่จะตัดออกก่อนครับทำบ่อยจนแฟนแอปเปิลชอบเผลอคิดไปว่า ถ้าจะเอาของเดิมกลับมา ของใหม่มันต้องหายไปเท่านั้น (ทั้งที่บางอย่างมันใส่มาทั้งคู่ได้ตั้งแต่แรกอยู่แล้ว)แล้วสุดท้ายก็ใส่ทั้งของเดิมของใหม่พร้อมกัน แล้วเรียกมันว่านวัตกรรม,neg
Ipad สแกนนิ้วนี่โคตรจะเป็นจุด pain point ตอนนี้เลยนะ โคตรจะไม่สะดวกใช้13promaxอยู่ ลองทำมือแบบสแกนปุ่ม power ก็ไม่สะดวกทั้งมือซ้ายมือขวา,neg
ที่ scan นิ้วมือมันดียังไงอะครับ ?ผมใช้ Pixel 3 มีปุ่ม scan นิ้วที่กดติดยากมาก ไม่แน่ใจว่า sensor ไม่ดีหรือว่าพื้นผิวตรงนั้นสะอาดไม่พอ เช็ดแบบขอไปทีกับพวกเสื้อหรือกางเกงก็ไม่ได้ ต้องไปเอาผ้ามาเช็ดแบบจริงจังถึงจะได้ สุดท้ายก็เลยต้องกดรหัสประมาณ 30% ของจำนวนครั้งการ unlock เครื่องทั้งหมดผมก็ไม่เคยลองของยี่ห้ออื่นนะ แต่ตอนผมซื้อ Pixel 3 มา ผมก็ซื้อมาราคาไม่ถูก ก็มีความคาดหวังระดับหนึ่งที่ไม่ใช่แบบนี้,neg
ส่วนของผม Pixel 3 ผมไม่เคยสแกนไม่ผ่านเลยแม้แต่ครั้งเดียวครับ ไม่เลยจริงๆSurface Duo 1 เสียอีกที่มันแคบจนวางมุมลำบากบวกกับ bumper ที่นูนหนาแล้วน่าจะมีต้องหยิบมาเปลี่ยนมุมสแกนนิ้วดีๆ สักวันละครั้งสองครั้ง แต่สุดท้ายก็ผ่านอยู่ดี,neg
เรื่องนี้อันที่จริงขึ้นอยู่กับลักษณะกายภาพของแต่ละคนด้วยครับสมัยผมใช้ iPhone ที่เป็น Touch ID เรียกว่ามีหงุดหงิดทุกปีเพราะผมมือลอกทุกหน้าหนาวครับ แสกนจนกระทั่งทำยังไงก็แสกนไม่ติดแล้วก็ต้องมาลบ Fingerprint ออก Add ใหม่ทุกปีพอได้ Scan หน้า ชีวิตก็ดีขึ้น จนกระทั่ง Covid มาเนี่ยหล่ะครับในความเห็นของผมคือ ให้มาทั้งคู่จะดีกว่าครับ ให้พอมีทางเลือกกันบ้าง,pos
"ผมใช้ Sony, Nokia แตะทีเดียวติด ไม่เคยมีปัญหาครับ iPad ก็เช่นกัน",neu
ถ้าจำไม่ผิดตอนนั้น iPhone 12 คือรุ่นที่ได้ face-id version upgrade มั๊งมันถึงรองรับ function นี้ได้,pos
"มันอาจจะมีในรุ่น X, Xsอนาคตก็ได้ เหมือนยังไม่คอนเฟิร์มนะครับ",neu
"คอมเมนต์เมืองนอกมีแต่คนบอกว่า ""พึ่งคิดได้เหรอ Apple?""",neg
ใช้ IR แบบ Windows Hello ไม่ได้เหรอ เจ้านั้นสแกนหน้าในที่มืดได้ด้วยนะ สะดวกมาก,neg
face id ก็สแกนหน้าในที่มืดได้อยู่แล้วนะครับแต่อันนี้เพิ่มมาคือใส่หน้ากากปิดปากก็สแกนได้,pos
เทคโนโลยี คล้ายกัน แต่ logic เพิ่งปรับแก้ แสกนมั้งหน้า เหลือแค่ที่ตาแทน,neg
face id ก็แสกนในที่มืดได้ครับ,pos
ทำได้เหมือนกันนะครับที่มืด,pos
ใช้ IR อยู่เหมือนกันครับ คล้ายๆ กัน ของ Apple ยิงเป็นไฟจุด Dot เพิ่มมาด้วย,pos
อย่างนี้ความปลอดภัยก็ลดลงไปอีกสิ เพราะลดจุดสำคัญในการระบอัตลักษณ์ของใบหน้าลงไปอีกแค่หน้าคนเต็มใบหน้าก็คล้ายกัน 1 ในหมื่นแล้วนะ,neg
ไม่แน่ครับ อันนี้อาจต้องดูงานวิจัยเค้าว่าทำไมมันถึงเวิร์คได้ มันสกัดคุณลักษณ์ด้วยข้อมูลอะไรบ้างเห็นว่ามีงานวิจัยเรื่องระบุตัวตนด้วยหู (อันนี้ได้ยินมาจากสาย ML บอกว่ามีนะครับ ผมยังไม่ได้หาเพิ่มเติม),neu
เอาจริงๆ มันใช้งานได้แต่แรกอยู่แล้วครับ เขาแค่ตั้งเงื่อนไขว่าถ้าใส่มาร์สจะไม่ให้ผ่าน อันนี้แค่มี option ให้ User เปิดปิดเองครับ เข้าใจว่าหลังบ้านก็ยังเหมือนเดิมอาจจะมี Model ที่แม่นขึ้นก็เลยลองเปิดเป็น optionผมทำไว้ระบบไว้ก่อน Covid จริงจังช่วงนั้นลูกค้าใช้มาร์สก็ยอมให้ Authen ครับขึ้นอยู่กับความเสี่ยงของแต่ละเรื่อง,pos
ความคิดผมก็น่าจะลดลงจากเต็มหน้าหนะครับ เลยไม่ได้เปิดเป็น default ต้องไป opt-in และยอมรับเงื่อนไขยาวๆ(ที่ไม่ค่อยมีใครอ่าน),neg
ตอนเปิดใช้มีแจ้งเลยครับว่าความปลอดภัยลดลง เพราะพื้นที่สแกนเหลือแค่ตากับหน้าผาก,neg
iPhone Xs ตรูโดนด้อยค่าด้อยราคาเลยซะงั้น,neg
มีใครลองบ้างยังครับ เป็นไงบ้างอยากทราบว่า บุคคลอื่นมาสแกน จะผ่านไหม,neu
เอาให้เพื่อนที่เป็นฝาแฝด (แฝดเหมือน) ลองเล่นแล้วครับ มีผ่านบ้างไม่ผ่านบ้าง (อย่างว่าของใหม่ ต้องใช้เวลาเรียนรู้) แต่ถ้าบุคคลอื่นเลย ไม่ผ่านครับ,pos
หลอกให้คนซื้อ Watch จนยอดเข้าเป้าแล้วสินะส่วนเรื่องไม่ใส่แสกนนิ้ว อันนี้ No Comment แต่ขำบางเม้นต์ ที่ปกป้อง Apple สุดตัว,neg
เรานึกถึง samsung เลยที่ใส่แสกนม่านตามาให้ใน S8 คือชอบและดีมาก แสกนได้เร็วด้วยแต่ไม่รู้ว่าหลังๆเอาออกไปทำไม เราใช้แล้วรู้สึกว่ามันสะดวกมากเลยนะ ทุกวันนี้ก็ยังใช้อยู่เพราะแสกนม่านตานี่แหละ,neu
อยากให้ม่านตากลับมาเลยครับ เสียดายทำไมเลิกใช้กันก็ไม่รู้,neu
ผมใช้สแกนม่านตาของ 950XL มาก็พบว่ามันไม่สะดวกเพราะค่อนข้างต้องเล็งมุมเยอะครับ เทียบสแกนนิ้วที่อยู่ตรงไหนก็ได้กับสแกนหน้าที่กว้างกว่าไกลกว่าแต่ผมว่าเหมาะมากกับยุคโควิดถ้ามาพร้อมสแกนนิ้ว,neu
จริงๆก็น่าจะคิดไว้นานตั้งแต่ช่วงโควิดเข้าแล้วแหละ แต่กว่าจะเทรน ai เสร็จ เลยออกมาช้าหน่อย,neg
ซื้อจอมาต่อ ไอแพดจริงๆเหรอ,neu
แบบซื้อจอใหญ่ๆมาต่อโน๊ตบุ๊คตอนเล่นเน็ตอยู่บ้านไง,neu
สำหรับ Artists / Illustratorsในปัจจุบันไม่สาย Wacom ก็ iPad,pos
ผมไม่ได้อยู่สายศิลปิน แต่อยากรู้ว่าวงการนี้ใช้ iPad วาดแทน Wacom ได้เลยหรอครับ ได้แค่ไหน แทน Wacom Cintiq ได้เลยรึเปล่า หรือยังอยู่ในระดับ Intuos ครับ,neu
"คงแล้วแต่คนถนัดแหละครับคนรู้จักผมมี Wacom ยังบ่นอยากได้ iPad อยู่เลย เอาไว้เวลาออกไปทำงานข้างนอกแต่แทนได้ระดับไหนนี่ผมก็ไม่ทราบเหมือนกัน =w=""",neu
คนถนัดไอแพดจะเป็นเด็กรุ่นใหม่ ไม่เคยวาดในวินโดวส์หรือแมคมาก่อน แต่คนรุ่นเก่าเปลี่ยนไปใช้ไอแพดวาดก็เยอะเหมือนกัน,pos
"iPad Air 5th ไม่ใช่ Thunderbolth แต่เป็น USB 3 10 Gbps คิดว่าถ้ามันไม่รองรับก็น่าจะมาจากพวกของที่ใส่เพิ่มมา กับเวอร์ชั่นของ display port ที่ ipad air 4, ipad mini 6 อาจจะไม่ support ความละเอียดจอ 5Kแต่เอาจริงๆตามปรกติก็ควรจะให้ใช้ได้แต่แสดงผลแค่ 4k นะ แต่คงตามสไตล์ Apple ละมั้งถ้าทำได้แต่ไม่สมบูรณ์ ไม่ให้ใช้เลยดีกว่า",neg
Gen 4 อะครับ ที่ไม่รองรับ ใช้ตัวไหน,neu
ไม่น่าจะใช่นะ แค่ usb 3.0 3.1 ก็ต่อไปแล้วมั้งนะ (ไม่แน่ใจตัวไหน),neu
จริงน่าจะส่งอย่างน้อย Full HD อะไรก็ได้อยู่นะครับ,neg
คือถ้าจะซื้อจอละ 5 หมื่น มาต่อ iPad air เพื่อเอาภาพแบบ FullHD คือผมว่ามันแปลกเอามาก ๆ เลยนะครับคือตัว iPad Air ตัวก่อนเนี่ยตามสปกมันได้ 4K30 hz เท่านั้นเอง ซื้อจออื่นใช้เถอะครับ,neg
เผื่อมีอยู่แล้ว ก็มาเสียบดูใช้งานทั่วๆ ไปนะครับ แบบไม่ได้จริงจังแบบรุ่นใหญ่ๆ,neg
ผมว่าน่าจะใช้ได้แหละ เสียบแล้วภาพออก แต่คงไม่ได้ 5K,neu
ไป dell u27 คุ้มกว่าอีก,neg
"Q2 หรือ Q3 แล้วถ้ายังสเปคเท่านี้นี่ คิดว่าาเผลอ ๆ ปีหน้าอาจจะไม่มี M2 :-/
",neg
เพราะสมองไหล + TSMC ทำ 3nm ไม่ทันใช่ไหมครับ,neg
"ดีแล้วครับเครื่องผมจะได้ไม่ตกรุ่นไว (จากคนที่ใช้ Air M1) 555
ตอบแบบดีๆ คิดว่าดีไม่ดี ทิ้งช่วง 2 ปีอย่างที่ว่าแหละครับเพราะอัตรากินไฟแต่ละรุ่นมันต่างกันเกินจะเอามาแทนกันได้ แบบไม่สามารถเอา M1 Pro มาแทน M1 ได้ง่ายๆ เพราะใช้ไฟเยอะขึ้นแน่ๆ
แต่ผมแอบคิดว่า M2 มาแน่ปลายปีแต่คงให้แค่ Macbook pro ไปเลยเพราะจริงๆ M1 มันก็แรงพอใช้งานระดับทั่วไปได้สบายๆ อยู่แล้วแต่ปีที่มาเท่ากันอาจจะเกิดยังไม่มีรุ่นต่ำกว่าให้กด Spec ลง + เป็นปีแรกที่เปลี่ยนมาใช้ Arm เลยอัดให้คุ้มหน่อยดึงคนย้ายมาเยอะๆ",pos
น่าจะเป็นเรื่องการกินไฟนั่นแหละ ตอนนี้จุดขาย Air มันคืออายุการใช้งานยาวนานทั้งที่น้ำหนักเบา ถ้าจะใส่แบตเพิ่มเครื่องก็หนาหนักขึ้นเสียจุดขายอีก. ใช้พลังประมวลผลไปใช้รุ่น pro นู่น,pos
เมหือนจะหากินกับ M1 ได้ยาวๆ เลยแหะ ฟีลแบบ Mini เมื่อหลายปีก่อน,pos
"ข่าวต่อไป : สิ้นปีออก M1 Ultimate เอา M1 Max มาเพิ่มช่องต่อเป็น 4 way เลือก config ได้ว่าจะเอากี่ตัว
",neu
เป็นไปได้สูง เพราะยังไม่เปิดตัว mac pro,pos
หรือจะหมก 4way ไว้แล้ว แต่ไม่บอก บอกแค่ 1way,neg
เขาบอกแล้วครับว่าเป็นตัวสุดท้ายในตระกูล M1,pos
ใช้คุ้มมาก ต้องมีคนมาแซะต่อแน่นอนว่า M2 น่าจะยังไม่เสร็จ แต่ส่วนตัวคิดว่ารอ TSMC ผลิต 3nm แบบ mass ได้ก่อน ถึงเข็นออกมา,pos
ขาดแค่ Mac Pro ถ้ามาครบ M2 คงมาแน่ ๆ,neu
อาจจะมี Mac Ultra เพิ่มมาอีก,neu
ก่อนหน้า Mac Ultra ก็อาจมี Mac Max,neu
ผมนี่เตรียมขับรถลุยทะเลทรายเลย,pos
จงดูข้าาาา,neu
ถ้ามาทรงนี้ M2 คงไม่ได้ออกง่าย ๆ,neu
ได้ไอเดียชื่อจากซัมซุงรึป่าว,neg
ของพร้อมขึ้นเรื่อยๆ แล้ว รอบนี้ได้ UltraFusion มา คราวหน้าพอตัว base เปลี่ยนจาก M1 -> M2 ก็อัปเกรดสินค้าได้เกือบทั้งชุดแล้วกระมัง,neg
เอออจริงแหะ,neu
ถ้าเอา M1 ultra สองอันมาเชื่อมกัน ก็จะได้ M1 Ultra Max สินะ,neg
ถ้าเอา M1 Ultra Max 2 ตัวมาเชื่อมกันอีกจะกลายเป็น M1 Ultra Max Ultra ไหม,neg
PC ต้องเอาตัวไหนมาสู้ถึงจะชนะ,neu
"ยอมรับว่า ออกแบบ scale up มาดีมาก ๆ เลย
ผล test ที่หลุดออกมา Intel Gen 12 โดนทิ้งอีกแล้ว",pos
"ราคาไม่หนีจริงเหรอครับ ที่เทียบมัน m1 ultra เริ่มต้นก็แสนกว่าแล้วนะครับ
ผมคิดตรงข้ามว่าถ้าไม่ได้จำเป็นต้อง apple ก็ใช้ intel ก็ได้",neu
แต่ยังไง PC ก็ไม่มี Chassis แบบ CNC เหมือน Macแถม Apogee เอารูป Mac Studio ขึ้นปกเลย เงียบแน่นอนและค่าใช้จ่ายระยะยาวสูงกว่า PC คงประหยัดพลังงานและทำได้เท่านี้ดูท่าจะไม่ไหว,neg
เห็นในรายการแล้ว บางทีก็สงสัยอย่างหนึ่งเวลาจัดเสป็กทีไร ถึงชอบจัดสเป็กชอบเคสวิ้งวับกันนัก,neu
ความชอบส่วนบุคคลของลูกค้าเค้านิครับ,pos
คนซื้อลัมโบ เขาไม่มอง GTR หรอก,pos
set pc มันแพงการ์ดจอ GTX3090 ตอนนี้ราคามันแพงกว่าราคาเปิดตัวเกือบเท่าตัวนี่แหละ(เปิดตัว5หมื่น ตอนนี้ราคาตลาด 9หมื่น)ถ้าเทียบสายทำงาน อาจต้องดู dell precision,neg
อันนี้มันเครื่องเล่นเกมนี่ครับ แค่ 3090 ตัวเดียวก็เป็นแสนแล้วครับ ซึ่งก็รู้กันว่าราคามันเวอร์ไป และผมว่าถ้าจะเล่นเกมก็ต้องมาเครื่องนี้อยู่ดีครับ,neg
แล้วจะมีตัวไหนแรงที่จะเทียบเท่ากันได้ล่ะครับ ถ้าไม่ใช่ spec นี้ ผมเทียบที่ spec แรงพอ ๆ กันหรือสูงกว่าครับงานกราฟฟิกถ้าไม่ใช่ตัวนี้แล้วจะมีตัวไหนกิน M1 Ultra ได้ครับ,pos
ถ้าเน้นกราฟฟิกอย่างเดียว ไม่เล่นเกม ไป Quadro หรือ FirePro ครับ,neu
"RTX A5000 ก็ 85,000 ครับ",neu
"PC ไม่น่าจะใช้แทนได้นะครับ เอา PC แรงๆยกเข้าห้องตัดต่อนี่น่าจะไม่ไหว Apogee โปรโมทเป็น Mac Studio ในห้องตัดต่อเลย เงียบแน่นอนรวมถึง Body CNC ที่ PC ไม่มี มีแต่อลูมิเนียมพับ ยังไงกราวน์ก็สู้ CNC ไม่ได้รวมไปถึงค่าไฟ ใช้ไป 3 ปี บิลค่าไฟน่าจะห่างกันเยอะอยูท
ถ้านับ App ทั้ง PC/Mac มี Cubase กับ Premier ให้ใช้ แต่ Final Cut Pro X กับ Logic Pro มีเฉพาะบน Mac แถมราคาถูกกว่ามาก",pos
ถ้าไม่ได้มี use case ที่ต้องใช้ PC จริง ๆ ยังไง Mac ก็กินขาดทุกด้าน,pos
ช่วงนี้ราคาโหดมากครับ เดือนที่แล้วเพิ่งไปประกอบให้เพื่อน i9 กับบอร์ดก็ล่อไปเกือบสี่หมื่นแล้วตอนแรกจะใส่ 3080 แต่เจอราคาเลยได้ 3060 Ti แทนสรุปโดนไปแสนนึง,neu
"แล้ว M2 ต้องแรงกว่า M1 Ultra หรือแรงกว่า M1 Max หรอครับ?แล้วตอนคลอด M2 ออกมาจะมาทั้งสาย M2 ,M2 Pro ,M2 Max ,M2 Ultra เลยมั้ยนะ?",neu
ไม่น่าจะแรงกว่านะครับ แต่แรงกว่าแน่ๆ M1ปมว่าการ scale ของผลไม้มันมีชั้นเชิงดีเริ่มจากทำสิ่งที่เล็กที่สุดให้โหด แล้วค่อยขยายไป เหมือนพวก A series ที่ single core โหดบรรลัยขยี้ snapdragon ไป 2 gen ได้แต่การประหยัดพลังงานเทพกว่า แล้วทีนี้เลยสามทรถออกแทปเล็ตแรงๆ มาต่อยอด ยัน laptop,neu
M2 ให้เดาคงแรงราวๆ m1 proอารมณ์เหมือน ออก intel i3 i5 i7 i9 ข้ามเจน มันก็ไม่ได้แรงกระโดดขนาดนั้น,neu
เสียดายน่าจะชื่อ M2 (Pun Intended),neu
"อ่านแล้วนึกถึงหลักการ infinity fabric ของ AMD เข้าใจว่าต่างกันตรง package ที่ M1 รวม cpu, gpu, ram ไว้ในตัว",neu
idea เหมือนจะคล้ายๆ intel pentium D แหะ,neg
อันนั้นใช้ต้มน้ำได้เลยนะครับ,neg
เทียบราคาและประสิทธิภาพกับ Threadripper แล้วตัวไหนยังคุ้มกว่าครับ,neu
"CPU sWRX8 AMD RYZEN THREADRIPPER PRO 3995WX
แรงมาก single core 1273 Multicore 43798 แต่ราคาแค่ CPU อย่างเดียวก็ 189000 แล้วครับ
ส่วนรุ่น 3975wx ก็ได้ single core 1256 Multicore 10730 ราคาราว ๆ 93000 ครับ
ถ้าใช้ทำงานตัดต่อ VDO ผมว่า Mac Studio ดีกว่าเพราะมี Media engine",neg
เชื่อว่าแอปเปิลไม่ทำแบบนั้นแน่นอน ส่วนตัวไม่เคยเชื่อข่าวลือทั้งนั้นล่าสุดคนนี้เห็นบอก MacBook Air จะใช้ชิป M1 แอปเปิ้ลไม่น่าจะโง่ใช้ชิปตัวเก่า 2 ปีกับผลิตภัณฑ์หลักหรอก 555555555555น่าจะเอาข่าวของแต่ละคนมากางดูนะว่า แม่นกี่อย่าง ไม่แม่นกี่อย่าง สมมติแม่น 3 ไม่แม่น 4 นั่นคือทำนายไม่แม่นเลย ถ้าจะบอกว่าทำนายแม่นต้องแม่น 5-6 ไม่แม่น1 หรือแม่นหมดเลย,pos
มองว่ามันอาจจะเป็นไปได้จากสภาพ supply chain ที่มีปัญหาอะครับ,neg
งั้นผลิต A16 ทีเดียวเหมือนกันหมดีกว่าครับ ไม่ต้องแยกรุ่นให้เยอะ,neg
จริงครับ,pos
ในโลกนี้ไม่น่าจะมีใครแม่นกว่า Ming-Chi Kuo แล้วนะครับ,neu
การคาดคะเน หรือทำนายเป็นคุณสมบัติที่ดี ที่ทำให้มนุษย์ต่างจากสัตว์อื่นทั่วไปนะครับ มันเป็นจุดที่นักวิทยาศาสตร์ทั่วโลกอยากเรียนรู้เพื่อนำมาพัฒนาปัญญาประดิษฐ์ ความแม่นหรือไม่แม่นอยู่ที่ประสบการณ์ และพื้นฐานความรู้ของแต่ละละบุคคล ส่วนเราจะเชื่อหรือไม่เชื่อก็ขึ้นอยู่กับประสบการณ์ และพื้นฐานความรู้ของแต่ละบุคคลด้วยเช่นกัน การที่เราทำตัวเป็นน้ำเต็มแก้วบอกว่าเชื่อคำทำนายหัวปักหัวปำ หรือไม่เชื่อเลยทั้งที่เป็นการทำนายจากข้อมูลความรู้ แทนที่จะนำเอามาเป็นข้อมูลเพื่อประเมิน อาจเป็นสิ่งที่ทำให้เราไม่มีพัฒนาการในด้านการคาดคะเน ทำนายซึ่งเป็นคุณสมบัติของผู้บริหารชั้นสูงนะครับ การเรียนรู้ข่าวลือเป็นการทดสอบ sense ของคนที่จะเป็นผู้บริหารอย่างนึงเลยนะครับ เพราะคนที่ประเมินถูกก็จะมองเห็นอนาคต และนำพาบริษัทไปในทิศทางที่ถูกต้อง ซึ่งคนแบบนี้หายากมาก,neu
เอาเป็นจริงดิ.. ถ้าไม่ได้ ดีไซน์ใหม่หมดจริงๆ ก็แอบรู้สึกแย่เหมือนกันที่ iPhone 14ใหม่ แต่ไม่ได้อัปเดตความแรง ..ภาพรวมก็เข้าใจนะ งานเปิดตัวแต่ละที ตอนพูดเรื่องชิป ใน iPhone รุ่นธรรมดาเสร็จแล้ว เปิดตัว iPhone รุ่น Pro ก็ดูเขิลๆแปลก จะโฆษณาว่า มัน Pro ก็ไม่สุด เพราะตัวรุ่นธรรมดาก็ได้ชิปเดียวกัน จะให้ทำชิปแยกใหม่หมด ก็เปลืองงบ,neg
ก็เห็นลืองี้มาตั้งแต่ iPhone 13 จะออก,neg
"งง ไมไม่ตั้งชื่อใหม่เป็น iPhone 14 S, M, L, XL, XXL XXXXXXXXL",neg
นึกว่า Size แพมเพิสเด็กเฒ่าทารก,neg
อาจจะทำแบบ iPad Air ก็ลือจะ A15สุดท้ายใส่ M1 มา,neu
M1 จะดูเหมือน Lag 1 Gen พอดีจาก Ipad Proผมเดาว่าแบบนั้นนะคือให้ของดีนะ แต่ช้าไป 1 Gen หรือ 1 ปีแทน,pos
Apple เจ้าพ่อ Suffix,neu
Microsoft กำหมัดแน่น,neu
"นอกเรื่อง บ่น ipad mini หน่อย รู้สึกเซ็ง แอป iphone ใน ipad mini ไม่เต็มจอ เพราะ ipad mini จอมันยาวกว่าเพื่อน
เวลาดูอย่างพวก bilibili(ที่ไม่ยอมทำเวอร์ชั่น ipad ซะที)
คือดูไม่เต็มจอ เหลือทั้งขอบบนและล่าง",neg
ดูในเว็บดีกว่าครับ ไม่ไหวเหมืนอกัน 555,neg
เฉียบ,pos
เหมือนมีในแอนดรอยด์แล้ว และผมว่าเมคเซนส์ดีนะ,pos
Windows ดันรองรอบ แต่ iPad ดันไม่รองรับทุกรุ่น ฮะะะ,pos
"To be fair ก็ไม่ใช่ Windows ทุกรุ่นจะรองรับ รุ่นที่มันใช้ไม่ได้ ยังไงมันก็ใช้ไม่ได้ มันเป็นข้อจำกัดด้าน Hardware รุ่นที่ใช้ได้ ก็ไม่ใช่ทุกตัวที่รองรับเต็มประสิทธิภาพ
แต่ผมคิดว่า iPad Air เก่าก็น่าจะต่อแล้วภาพขึ้น แต่คงแสดงผล 5K ไม่ได้ เลยไม่ขึ้นว่ารองรับมากกว่า เหมือนฝั่งวินโดวส์ก็ไม่ขึ้นว่ารองรับ แต่ต่อแล้วก็อาจจะมีภาพออก
เพราะตัว Apple Pro Display XDR 6K ก็ไม่ขึ้นว่ารองรับ iPad แต่ต่อ iPad Pro ก็ภาพออก แต่ไม่ได้ 6K หรือตัว Macbook 12"" ก็ไม่มีในลิส แต่ก็ต่อภาพออกแต่ได้ 5K เอาอุปกรณ์ฝั่ง Windows มาต่อก็ได้ 5K บ้าง 4 K บ้าง 6 K บ้าง แล้วแต่อุปกรณ์ที่เอามาต่อว่าส่งภาพออกได้เท่าไร
คือเอาง่าย ๆ เค้าเทสเฉพาะอุปกรณ์ฝั่ง Apple ถ้าตัวไหนเสียบแล้วไม่ขึ้น 6K เค้าไม่มีในลิสอุปกรณ์ที่รองรับ เท่านั้นเลย
ผมว่าตัวนี้ก็น่าจะเหมือนกัน คือถ้าอุปกรณ์ไหนเสียบแล้วไม่ได้ 5K 60hz ไม่ขึ้นว่ารองรับเลย ไม่งั้น ดอกจันยาวเป็นหางว่าวแน่",neu
เดาว่าติดข้อจำกัดที่พอร์ตเชื่อมต่อด้วยมั้งครับ,neg
Apple ยุคนี้เปิดเยอะแหะ ทั้ง M1 ที่รองรับ MS และหน้าจอก็ด้วย รวมถึง AirPod ด้วยที่ใช้กับ Android ได้ ยกเว้นตัดเสียงรบกวน,pos
นี่แหละแผนเค้า ตอนแรกผมก็ใช้ AirPod Pro กับ Pixel สุดท้ายก็ต้องซื้อไอโฟนจะได้ใช้เต็มประสิทธิภาพ,pos
แต่ไอ่ที่ปิดก็ยังปิดอยู่น่ะสิ อย่าง apple watch,neg
ดีกว่าที่คิดแล้วครับ โอเค,pos
"นี่คือนวัตกรรรรรรรรรมมมมมมมมมม
",pos
มุกเดิม ไม่เคยเปลี่ยน,neg
ส่วนตัวคิดว่าตอน space gray สวยกว่านะ,neg
หมายถึงสีดำนี้กับครั้งก่อนที่ออกดำมันคนละเฉดเหรอครับ?,neu
อันนั้นปุ่มดำ+เฟรมสีเทาเข้มด้วยครับ คราวนี้ปุ่มดำ เฟรมสีเงิน,neu
ราคามหัศจรรย์มากครับ,pos
รอมานานนนนนน แต่ทำไหมต้องแพงกว่าาาา โอยยยยย,neg
ตอนเห็นในวีดีโอนึกว่าเป็น Logitech MX Keys,neu
