category,texts
neg,ไปสยามมาวันนี้ได้เห็นรถเมล์เตนล์แล้วววววว!!! ออกมาจากอินนิสฟรี เห็นรถผ่านไประยะนึงแล้ว เซ็งมาก ถ่ายรูปไม่ทัน 😭😭😭😭😭😭 แว๊บเดียวเท่านั้นนนน
neg,เชื่อได้หรอ
neg,มันไม่อิ่มเร็วไง เกี๊ยวมีแต่แป้ง
neg,วันก่อนไปกินเอมเคตามน้องฟ้าด้วย กินน้ำจิ้มน้อยลงด้วย
neg,ไม่ทีอารมจะกิน😂
neg,บุหรี่ไฟฟ้าโทษยังหนักกวา
neg,เน็ตห่วยมากกกกกก ทั้งวันทั้งคืนเล่นไม่ได้ มาเล่นได้ตอนที่ช่างโทรมา 2 รอบแล้ว มันบังเอิญจริงๆ พอวางสายไม่ถึงชั่วโมง เน็ตเน่ายาวๆๆๆ
neg,รีฟิลปีนี้มาช้ามากกกกกกกกกก
neg,Note ครับ ไปลองขับมาทั้งคู่ Note ช่วงล่างดีกว่าเป็นกอง นั่งสบายครับ ผิดกับช่วงล่างมาร์ช ตอนนี้ note วางตลาดสูงกว่า march ครับ
neg,เออวันก่อน กินแอปโซลูทรสมะม่วง แบบราสเบอรี่โคตรเลี่ยนแล้วนะ เจอมะม่วงเข้าไป กินเพียวแทบอ้วกแต่กินกับสไปรท์อร่อยกว่าทุกรส ชอบ55555
neg,แพ้ผ้าอนามัยอีกล่ะ คันตูด 555555
neg,นึกว่าจะลดหมู แต่ลดเป๊ปซี่ 😆
neg,ไม่ๆ สิงห์แพง เลิกกินแล้ว 555
neg,ได้แป้ง Shiseido Baby Powder มา ... เห็นรีวิวละก็ดูเสียงแตก ดีบ้างไม่ดีบ้าง แต่เด็จแม่ชอบ น้องสาวชอบ นี่นางไปญี่ปุ่…
neg,เสียจายยย
neg,คิดว่าแป้ง cute press marine magic (สีเบจอ่อน) เป็นการลงทุนที่คุ้มค่ากว่า skinfood peach cotton powder ค่ะ แป้งละ…
neg,คิดถึงตอนม.6 อีฉันจะเข้ารรสายแบบชิบหายตายห่าพร้อมกับถือถุงโจ๊กแม็คหมูเข้ารรเป็นอาหารเช้า พอถึงห้องก็จะเปิดกินแบบโนสนโนแคร์กูหิว
neg,เห็นในยูทูปรีวิว ZS บอกว่าเป็นระบบ HSA เอาไว้ช่วยออกทางชัน ที่บ้านผมมีโน้ต กับ อัลติสตัว MC 17 ทั้งคู่มีระบบนี้ (HSA) จะทำงานเวลาจอดบนเนิน พอปล่อยแป้นเบรคระบบจะทำการหน่วงไว้ให้ 3 - 5 วินาทีเท่านั้น พอเร่งเครื่องระบบก็ปล่อย ไม่ได้ทำการเร่งเครื่องเองแต่อย่างไร (แต่ข้อดีของอีโน้ตคือ เวลาถอยขึ้นเนินเข้าบ้าน ระบบก็ทำการหน่วงเบรคให้เหมือนกัน ส่วนอีติ๊ด จะทำงานแค่เข้าเกียร์ D เท่านั้น ถ้าเป็น เกียร์ R แล้วขึ้นเนิน รถก็ไหลยาว เหมือนรถทั่วไป) แม้กระทั่งจอดทางราบเหยียบเบรคจาก N ไป D ก็เถอะ รถก็ไม่ควรเร่งเอง ต้องเป็นหน้าที่ของมอเตอร์รอบเดินเบาที่ควรชดเชยเฉพาะรอบที่หายไป แต่ไม่ใช่เผื่อถึงขนาดรถพุ่งไปข้างหน้า แบบนี้ถือว่าอันตรายนะครับ เห็นมีเคสพุ่งชนกำแพงบ้านแล้ว ใครใช้ก็ควรระวังไว้นะครับ น่ามีการแก้ดีเฟคเรื่องนี้ ไม่ควรปล่อยออกมาครับ
neg,เดียวนี้ไม่ค่อยมีของอะไรเลย
neg,วีโก้มันร่อนครับ.หย่าขับเร็ว
neg,เบื่อ ไม่เคยมีหาดใหญ่
neg,เสือก
neg,ไม่เคยกิน eristoff แต่เห็นเพื่อนชิมแล้วบอก รสชาติแปลกอ่ะะะ
neg,เห็นทุกค่ายเลย ลูกค้าร้องเรียนปัญหาดีดีไม่เคยรับผิดชอบเต็มที่ ใครจะอยากจ่ายเงินแล้วได้ของห่วยมาวะ ถ้ารับผิดชอบคงไม่ต้องขนาดนี้ ไม่ใช่แค่ยี่ห้อนี้นะ ไปจบที่ทุบรถโชว์ ถือป้ายประท้วงในงานมอเตอร์โชว์ นัดรวมตัวกันประท้วง ทุกที ถึงจะรับผิดชอบ นี่เค้าถึงขั้นไปกลางงาย นอกจากไม่รับผิดชอบแล้วยังฟ้องอีก ต่อไปคงจะมีคนซื้อรถมึงหรอก
neg,ชุ่ย
neg,****ที่มันเสียความรู้สึก เพราะทั้งพนักงานและคอลเซ็นเตอร์ยืนยันว่าสามารถใช้บัตรชำระค่าสินค้าได้ แต่นี่กลับไม่ตรงตามเงื่อนไข พอรูดจ่าย กลับขึ้นให้ดึงบัตรออก ทำรายการจนอายคนในร้าน ไม่เคยเสียความรู้สึกกับ Bar B Q Plaza ขนาดนี้เลย****
neg,เห็นคุณองซัด smirnoff แอปเปิ้ล แล้วก็คิดถึงตอนตอนตัวเองซัดละตื่นมาแดงไปทั้งตัว
neg,"แสงโสม"" ทำให้คนกลายเป็นผี แสงสี"" ทำให้ผีกลายเป็นคน #แคปชั่นเด็ดแคปให้ด้วย #เสี่ยวสัสกากมะพร้าวราวตากผ้า #"
neg,ลบแอพดีกว่า
neg,พกไปไม่เยอะเงินถึงแค่เบียร์ ละฮาตรงที่เพื่อนลืมยอกว่าไม่กินลีโอ ดวดเดี่ยวเลยค่ะ เซเกือบตาย
neg,สมัย รสช. เรืองอำนาจคลิปก็มีหลุด คนหน้าเหมือน รองหัวหน้า รสช. ซั่ม กับอดีตนางงามจักรวาล มีลูกผัวตัวเมียกันทั้งคู่ไม่หนักกว่านี้เหรอ นี่คู่นี้แต่ละคนโสด หญิงก็เกือบจะ 40 ชายก็ 60 กว่า สลิ่มมองเป็นเรื่องการเมือง เขาคือผู้เสียหาย คนแพร่คลิปมันควรติดคุก เอาตีนคิดก็พอสมองไว้ใส่หญ้า
neg,ตั้งแต่ใช้คุชชั่นก็ไม่ต้องเสียตังให้ลอร่าอีกเลย
neg,กินนี่กินหมูป๋องดีกว่า
neg,มีภาพปลากรอบมั้ย
neg,บอกแล้วกินช้างดีกว่าเสือ 😂
neg,"ที่บ้านมี Everest, HRV, Juke, GLA พอพูดถึง CHR เท่านั้นแหละ ทุกคนทำหน้า No มาก Toyota ทำออกมาเหมือนรถ eco SUV car ที่ตั้งราคาเวอร์ hybrid ไม่ช่วยให้ดูแพง #ความพร้อมใจที่แท้จริง"
neg,แดกเบียร์บนยอดเขา เสียใจหาซื้อเบียร์ช้างไม่ได้ 555
neg,เซ็งเป็ด
neg,แมงสาบเต็มร้าน
neg,อย่าซื้อคุชชั่น etude อีก จำวรั้ยยย ตกร่องที่1เลย~
neg,Mazda ออกแบบเลียนแบบ Maserati
neg,เราหมดความอดทนกับเธอแล้ว ลาก่อน ล่มดีล่มเก่งงง #AIS
neg,เห็นด้วยค่ะพนักงานสาขาซีคอนไม่สนใจลูกค้าเลยค่ะ
neg,"เจ้าของร้านเหล้าฉุนขาด..! เหตุเจ้าหน้าที่จะสั่งปิด ""ข้อหามีป้ายเครื่องดื่มช้างในร้าน"""
neg,เมกาบางนา ไม่ร่วมเด้อ
neg,เปนการแพ้ผ้าอนามัยที่แย่มาก เจ็บปวดและทรมานมาก
neg,รอกินไอติมแมคมาประมาณครึ่งชม.แล้วจ้าาาา
neg,หาร้านสะดวกซื้อยากนิดนึง
neg,พยาธิชัดๆพิดพลาดได้555
neg,ซื้อเพอริเพอร่ามาผิดสีจ้าาาาาาาาา
neg,ถามจริง ใครกินเอ็มเคละเคยได้น้ำมะนาวแบบเต็มๆขวดมั่ง มาทีไรแบบ เหยาะสามทีก้หมดแร้ว!!!!!!!!!!
neg,ตอนนี้ผมว่าไม่น่าจะเกี่ยวกับหมอแก่ๆและเพราะผมว่าน่าจะเปนรัฐมากกว่าที่ยังกลัวเสียผลประโยชน์กัวยาสูบเจ๋ง
neg,หงส์ทอง10กว่ากลม เตกิล่า5ขวด รีเจนซี่อีก4กลม โอ้โห 😂 ต้องหนีกลับ กูโดนไป4ช๊อตกะ3แก้ว ยอมจ้า😂 เจ้าของงานแม่งจะล้มละ…
neg,ใช้Honda มาโดยตลอด city civic crv accord มีเสียงก๊อกๆแก๊กๆทุกคันครับ สงสัยคงเป็นเอกลักษณ์ของHonda 55555555555 #ในเลขห้ามีน้ำตาซ่อนอยู่
neg,เดี๋ยวนี้บริการแย่นะ ไม่แน่ใจว่าลดพนักงานลงไม๊ อย่างช่วงเวลาเปิดร้านมันก็ใกล้จะเที่ยงแล้ว พนักงานควรพร้อมทุกฝ่าย แต่ไปช่วงนี้ทีไร ทั้งอาหารและบริการแย่มาก ไม่เหมือนตอนบุฟเฟต์ พนักงานเยอะกว่านี้แยะเลยนะ
neg,เซ็ลทรัลลาดพร้าวคนเยอะมาก​ ไม่มีโต๊ะนั้งรอ
neg,ประเด็นกูยิ่งไม่กินเบียร์ยู
neg,วันสายๆของคุมแม่ พี่แท็กซี่ก็พาอ้อมให้สายไปอีก 😒
neg,วัดใจกันค่ะบาบีก้อน
neg,โอ้ย นี่โคตรไม่ถูกกับนีเวียเลยนุ้ง
neg,เชียงใหม่ที่ไม่มีดอยสุเทพ
neg,นี้มัน All new max ถ้าแค่นี้ไปหา ดีแมกดีกว่า
neg,ไม่ไหวแล้ววววว ฮอทพอทททท
neg,ตัวเดียวกันนี้ แต่พอเมอร์เซเดสเอาไปออกแบบใหม่ทำไมสวยขึ้นผิดตา ทีมออกแบบนิสสันประเทศไทยควรพิจารณาตัวเองเถอะครับ
neg,เรียนฟู๊ดวันนี้ ไอ่หมุมีไข่พยาธิในบาบีก้อน เราแค่ปิ้งให้สุกมากๆ ก้ตายละ แต่ความร้อนบนเตาบาบีก้อน ยังคงไม่พอนะจ้ะนะนะ
neg,ผมว่าต้องเติมคำว่า ด้อย ด้วยครับ ประเทศอื่นเขาพัฒนาเพราะห่วงประชาชนเขา แต่ของเราด้อยพัฒนาเพราะห่วงเงินในกรุเป๋าตัวเอง อ่านแระเหนภาพดีครับ ^^
neg,จุกอก กันไป กลืนไม่เข้าคายไม่ออก
neg,สาขา เมกา จะมีลดอะไรแบบนี้บ้างไหม 555 ไปกี่ครั้งก็ไม่ลดแบบนี้เลย อยากบอก จริง ๆ 4 ช่อง ร้อนช้ามากนะคะ เสียเวลารอมาก กว่าจะเดือด ***จัดโปรให้เมกาบ้างนะคะ ที่อื่นไกลเหลือเกิน
neg,ผิดหวัง กั๊กของสามทุ่มก็ไม่เอาออกและ
neg,มันไม่มีลูกกลิ้งนะคับตอนเทระวังด้วย555 โดนมาแล้ว
neg,กฏหมาย 3 เล่ม มันก็หยิบมาใช้จนผิดจนได้อ่ะครับ
neg,เราใช้ 108 สีดีมาก โทนเหลือง เนียนกับสีผิวเรา ทาแล้วแมท เรื่องคุมมัน ของเราก็ยังมันเหมือนเดิม มีคราบตรงร่องแก้มลึก นอกนั้นดีมาก รองพื้นตรงจมูกไม่ค่อยละลาย ปกติใช้ revlon ฝาดำมาหลายขวด ปัญหาคือสีไม่พอดี หน้ามันแล้วเป็นคราบ จมูกกับรอบๆหายหมด
neg,พนักงานไม่เหนแนะนำเลยค่ะ
neg,ไม่ไหวแล้วจ้าา
neg,ของใหม่ยังไม่อยากได้ ช่วยปรับปรุงเรื่องแย่ๆเก่าๆก่อนเถอะ
neg,น้ำหนักไม่ลงไม่ต้องกิน5555
neg,อินนิสฟรีสั่งไปจะเดือนละยังไม่ได้เลยเว้ย
neg,ไม่กล้ากินบาบีก้อนเลยยย
neg,สอบถามครับ ผมใช้เบอร์ true move อยู่ดี มีSMS แจ้งมาว่า ผมได้สมัครบริการ horo love 3บาท ต่อ SMS ทั้งที่ไม่ได้สมัครเอง ทำไมถึงเป็นแบบนี้ ระบบการหาเงินแบบนี้พวกคุณทำกับลูกค้าไปแล้วกี่ราย ส่งSMS กินเงินแบบเงียบๆ
neg,อย่างแพงตกคนละ299
neg,หมอคนเดียวไอ่ห่าปกป่ะครับ
neg,ถ้าคุณเลือกเพื่อไทย คุณจะได้คนเก่งๆมาทำงาน/ ถ้าคุณเลือกพลังประชารัฐ คุณจะได้ไอ้ตูบ
neg,ไม่ถามก็ไม่บอกครับ ร้านก็หรู ไม่น่าขี้งกเลย
neg,รถก็มีข้อผิดพลาดด้วยกันทุกค่าย... แต่ดูแลลูกค้าอย่างไร ตรงที่ mazdaเป็นปัญหาอยู่เนี่ย ดีเซล cx5 mazda 2 อดีตช่างพอมีข้อมูลอะไรเพิ่มเติมไหมครับ เผื่อได้ความกระจ่าง ผมถาม mazda ไปไม่เห็นตอบอะไรเลย ... แกล้งตาย ซะงั้น
neg,เพราะ เห็นน้องที่ออฟฟิศใช้ และSnailwhite Gold มีสารสกัดเมือกหอยทากและสารสกัดจากสาหร่ายสีแดง ฟื้นคืนความอ่อนเยาว์ เพิ่มความชุ่มชื่น เพื่อผิวหน้ากระชับเรียบเนียน เปล่งปลั่ง ช่วยให้ผิวมีสุขภาพดี แถมราคาไม่แพงค่ะ
neg,เสียดายที่ภูเก็ตปิดไปแล้ว
neg,หลอกลวงป่าว
neg,ดีแมค ของเค้าดีจิงๆ คนถึงใช้เยอะ ทั้งๆที่ออปชั่นไม่มีไรมาก
neg,เกิดเป็น ญ. แพ้ผ้าอนามัยนี่เป็นอะไรที่โคตรเหี้ย....
neg,ชัดเจนมาก เอาเปรียบผู้บริโภคสุดๆ
neg,ชอบกินบัวลอยน้ำขิงของ mk มากอ่ะ แต่ได้น้อย
neg,เหตุเกิดจากกรณีที่ลูกค้ามาสด้า ซีเอ็กซ์-5 และมาสด้า 2 รุ่นเครื่องยนต์ดีเซล รวมตัวกันร้องเรียนจากเหตุรถยนต์มีปัญหาน้ำดันและน้ำมันเชื้อเพลิงเข้ามาปะปนกับน้ำมันเครื่องทำให้รถได้รับความเสียหาย กรณีเราเป็นลูกค้าเลยนะ..ปัญหาแบบนี้บอกเลยเรียกร้อง 10 เนี่ยบุญแค่ไหนแล้วที่ไม่ขอรถคันใหม่
neg,โอ้ยยย โมเดสไม่ซึมซับเด้อออ เบื่ออออ
neg,เมื่อเพื่อนฝากซื้อโฮกาเด้น ละกูอ่านป้ายไม่ดีเองอะ นึกว่าซื้อได้ตอนนี้ คือเค้าห้ามซื้อเวลานี้ ละพนง.บอกห้ามจำหน่ายแอ…
neg,เมื่อคืนมีคนจะตายเพราะกินลีโอปลอม
neg,ไมไ่ด้นำเข้าและจำหน่าย ไม่ผิดกฏหมายแต่ต้องเตรียมทนายดีๆไว้ครับ เผื่อโดนซักทอดว่าได้มาจากไหนถ้าสั่งมาจากนอกเองนี่โดนนำเข้าไปเต็มๆ
neg,เบียร์ไทเกอร์รสชาติ”👣”มาก
neg,แต่ดูวัน-เวลา ที่ให้แล้วไม่โออะ คนทำงานหมดสิทธิ์เลย
neg,เจอในโฆษณา Garnier อ่ะ คือแบบหล่อชิบหาย แล้วได้ยินนางพูดภาษาเกาหลี แสดงว่าเป็นอ้ปป้า เป็นไอดอลป่ะ หรือนักแสดง นาง…
neg,พนักงานหน้าบึ้ง ไม่ยิ้มเลย
neg,รถ โอเคนะคะ แต่ศูนย์บริการ และบริษัท นิสสัน ลีสซิ่ง (ประเทศไทย) จำกัด บริการได้โคตรยอดแย่ ค่ะ
neg,นิสสัน ของแต่งมีไม่มากครับ Navara มีแต่ Nitrocharger sport ตัวโช๊คสีเหลืองครับ
neg,เพราะชอบแสงโสม ไม่ชอบเหล้าหงส์
neg,แพงค่ะน้ำจิ้มมีอย่างเดียวไม่อิ่มค่ะ..
neg,เซ็งงงไม่จัดรายการที่ภูเก็ต
neg,น่าตบให้คว่ำ !! ค่าบาร์บีก้อน 55555
neg,เราก็เห็นในเพจอื่นโปรโมทค่ะ เเต่เพจก้อนไม่โปรโมท งง
neg,พรรคเพื่อธรรม ยังอยู่อีกหรอ ไม่เจ๊ง ??? (พรรค เพื่อไทย เพื่อชาติ ไทยรักษาชาติ)
neg,นี่จริงจัง เชี่ยเขิน 555555 แม่งเศร้าจริงๆนะ จะลุ้นทุกทีที่ถาดหมูมา แม่งงเศร้าช่วงนี้ได้หมูไม่มีมันแทรกบ่อยปวดใจจแสรดดดด
neg,นั่นมึงนะ ที่กินแสงโสมละไปเยี่ยวใส่ศาลน่ะ เพื่อนห้ามแล้ว 😏
neg,สำหรับอติล่าเป็นการขายโตโยต้าให้เหมือนขายเบนซ์ค่ะ ดูแพงดูเฉียบ! กรี้ดสุดดด #TheFaceAllStars
neg,ผมชักไม่มั่นใจในนิสสันแล้ว
neg,กว่าจะมาให้เชค พอเปิดคูปองหมด อะไรกัน????????
neg,จะว่าไป ผมจองรีโว่ ตั้งแต่เดือนมกรา นี่จะมีนาแล้วยังบ่ได้เลย
neg,ใครก็ได้ แทกไอหน้าหมีสังคมอักเสบให้มันดูหน่อย
neg,ไม่เอา บีก้อนมีหนองอักเสบ
neg,เรื่องบุหรี่ไม่มีความเห็น เห็นแต่มีคนมาทำให้ข้าราชการสาธารณสุข เสียชื่อ
neg,สัส กูแดกเหล้าสเมอนอฟ สติเตลิด
neg,ใช่ครับ พอตอกไข่หมด ผมก็ไม่ได้เข้า mk ล่ะ
neg,เกาหลีนี่คนสถุลมากนะคะบอกเลย ให้ไปเกาหลี 10 ครั้งกับไปญี่ปุ่น 1 ครั้ง เลือกไปญี่ปุ่นค่ะ อีกอย่างสำหรับ skincare เกาหลีใช้ดีเหรอคะ ห่วยมากค่ะ ใช้ Olay สูตรของอเมริกายังเห็นผลกว่าอีก อีกอย่าง ถ้าไม่ไปเปลี่ยนเครื่องหรือมีบินเข้าอเมริกาเวลาดีหรือตั๋วราคาประหยัดก็ไม่ใช้นะคะสายการบินเกา อีกอย่างเพื่อนร่วมงานคนเกานิสัย rude มาก โครตเกลียดเลย
neg,นี่มันไม่ใช่ตำรวจคับ แต่ตะกวด วาสนาดีเท่านั้นเอง
neg,อยากไปกิน แต่ติดตรงงกน้ำจิ้ม ไอ้น้ำจิ้มต้นตำรับไม่ควรจะเอามาเป็นเงื่อนไขเป็นตัวเลือกด้วยซ้ำ ใจไม่ถึงแล้วเอามาโปรโมท เสียดายสุกี้อีกเจ้าที่ขอน้ำจิ้มได้ทุกแบบดันไม่อยากขยายสาขาแข่ง
neg,จารแต๊บบอกกืนช้างต้องกินทีละคำอยากได้เกรดดีๆคะแนนเยอะๆให้ตั้งเป้าไว้สูงๆแล้วผลออกมามันจะไม่น้อยมากกว่าที่ตั้งไว้แต่ถ้าตั้งไว้ปานกลางผลออกมามันจะน้อย /me พนมมือ
neg,รอใบเสร็จเอ็มเคมาประมาณ10นาทีละ พนักงานเขาก็เดินมามอง ๆ เหมือนว่าทำไมเราไม่ไป เพราะเงินทอนมัน 1 บาทอ่ะ555555 พี่คะหนูจะเอาใบเสร็จ
neg,บ่กินดอกแสงโสมชังกินเบียโลด
neg,เบียร์ช้างรสชาติแม่งเหี้ยลงป่ะวะ รู้สึกแม่งไม่อร่อยเลยหลังๆ
neg,เท่าที่ทราบ วีออส ราคาเท่าอัลติสบ้านเรา แต่ถ้าเทียบรถนำเข้าบ้านเรากับมาเลย์ บ้านเราภาษีแพงกว่ามาเลย์อยู่ อย่าง Nissan Leaf มาเลย์ล้านแปด SG 2.1 ล้าน ไทยเกือบสามล้าน
neg,Honda city ก็เเจ่มนะ แต่แพงขึ้นอีก
neg,กินลำบาก อึดอัก
neg,คูปองที่ให้มาไม่สามารถใช้ได้หลายใบต่อ1ใบเสร็จหราคะ ไม่ใช่เมนูเดียวกันนะคะ พอดีใช้คูปองติ่มซำ1แถม1ไปแต่จะใช้น้ำแตงโมปั่น1แถม1ไม่ได้ค่ะ
neg,ทำไมไม่ทำแยกค่าสมาชิก ตามความต้องการของลูกค้า ทำไมต้องต่อบัตรตามยอดที่ลูกค้าใช้บริการ แล้วเปลี่ยนให้เองโดยไม่บอกกล่าวให้ลูกค้าทราบ ทำให้ไม่อยากไปใช้บริการแล้วค่ะ
neg,จะเลิกกินสปายละ มันไม่เมา
neg,มายืนยันว่าอร่อย กินง่ายกว่าสปาย กินได้เรื่อยๆ เหมือนน้ำผลไม้
neg,อย่าให้ควันออกเสียของ 5555😂😂😂
neg,จับทำเหี้ยอารัยบุหรี่ไฟฟ้า
neg,ขอบายไม่สู้แสงโสมมม
neg,ก้ไม่โอเคอยุ่ดี
neg,แค่เบียร์ช้างขวดละ120ก้อแพงละ..แล้วมากันเยอะก้อจริง..ปริมาณอาหารสมราคาหรือป่าวล่ะ..ส่วนมากก้อจ้องจะชาร์ตกันยุละ..ทุกที่แหละครับ..ไม่ต้องวิเคราะห์อย่างอื่นหรอกครับ..แค่เบียร์ก้อรู้ละ..ต้นทุนมาเท่าไรขายเท่าไร..
neg,มีสาขาอิมสำโรงห่วยแตกสุด
neg,คอนซีลเล่อ ysl ชั่ยรึป่ะ!!! โอ้ยยย เห็นแล้วรู้เรยว่าพลังแห่งการไทอินแม่งสุดจีง คือจิงๆแดนคงมะได้ใช้อนฟ. อ่ะ แต่มาออ…
neg,นิโคตินไม่มีแต่ติดเชื้อโรคที่มาจากปอดคนที่มีเชื้อผ่านไอนํ้าที่ออกมาในปริมานมากๆแทน
neg,ปัญหาก็คือรัฐบาลไม่ต้องการให้ประชาชนฉลาดมากขึ้น อยากให้โง่ดักดานอยู่แบบนี้ จะได้ปกครองง่ายๆ ฉลาดมากรู้มากเดี๋ยวจะมาโจมตีรัฐบาล
neg,มาทาน7คนครับ พนักงานทำไม่รู้เรื่องอะไรเลย แย่มากครับ
neg,ถ้าแอพนี้แจก ไม่มีทางกดทันหรอก 55
neg,ค่าเช่าชุดเเพงกว่าที่ลดอีก
neg,เพิ่งรู้ว่าจะloser ได้ขนาดนี้ กินเบียร์หมดเป็นโปรไปเรียนได้ เจอสเมอร์นอฟขวดเดียวตายคาเตียงลุกไม่ขึ้น ไอ้สัสสสสส
neg,แพ้สเมอร์นอฟฟร่ะ 555555
neg,บัตรสมาชิก แทบหล่นออกจากมือ
neg,แฉเลยคับพี่ึืแบบนี่แหละคือช่องว่างของกฎหมายที่พวกตำรวจไม่ดีใช้หากินคับคือถ้าจับแล้วเอาไปดำเนินคดีตามกฎหมายแบบถูกต้องจิงๆผมไม่ว่าคับแต่ถ้าจับแล้วเอาไปขู่เอาไปไถเงินอันนี้ผมรับไม่ได้คับ
neg,แอดมินนี่หลอกง่ายน๊ะ เมี่อวานซื้อช้างแดกขวดนึง 56 บาท ขึ้นมาสามบาทเอง อย่ารีบเชี่ออย่ารีบแชร์ ( เสียภูมิ )
neg,อย่าลืมไปเปลี่ยนเอากะทะแบล๊คดาร์ก้อนออกด้วยนะคะ ที่สาขาลาดพร้าว กินเหมือนไม่ได้กิน หมูติดกะทะไปหมด เห่อ
neg,4ช่องนี่เสียเงินเพิ่มไหมค่ะ
neg,อะไรของมรึง ลูกค้าซื้อไป ยังจะมาฟ้องเขาอีก ถ้าไม่มีปัญหาเขาคงไม่ออกมาทำแบบนี้หรอก ถุ้ยย มาสด้า
neg,ที่จอดรถ มีน้อยมากๆ มีแค่5 ที่ได้ ต้องจอดข้างถนน
neg,ถ้าไปโชว์ดีซีต้องว่างทั้งวันอะ เพราะไกลมาก
neg,เห็นแล้ว โปรนี้ ก็ยังไม่ค่อยคุ้ม แต่ก็ถูงลง 45 บาท
neg,เบียร์ช้าง ปวดหัวตายย
neg,ยังไม่เคยใช้มาสด้าเจ้าเดียวถ้าบรรทุกทุกวันนี้ผมให้นาวารา4ตันเพลาเดิมวิ่งยาวๆสบายแต่หากระทะยากขอบ14ก็ใส่ไม่ได้รูน็อตก็ไม่เท่าชาวบ้านเขาเคยใช้วีโก้ถ้า4ตันต้องเพลาลอยไม่งั้นมีล้อหลังแซงล้อหน้าครับนาวาราเครื่องแรงกว่าชาวบ้านเขาถ้าบรรทุกหนักๆแต่ก็บริโภคกว่าเขาเหมือนกันดีแม็กเลิกใช้ตั้งแต่ตัวคอมตัวแรกปี2005แล้วคัทซีไม่ดีหนักมากมีหักครับ
neg,ทำไมให้น้องโฆษณาผ้าอนามัย.....
neg,เคยโดนเคสคล้ายๆกัน เชคระยะที่ ฮอนด้า มหาชัย ช่างพลาดทำหม้อน้ำรั่วเอง แต่โบ้ยโทษนั่นนี่ .. เสนอให้ซื้ออะไหล่ใหม่ จะลดให้10% ตอนนั้นโกรธมาก คอมเพลนแต่ก็ไม่ได้เรื่อง เลยตัดขาด จะไม่กลับไปเหยียบสาขานี้ แม้เปนคนจังหวัดนี้ก็ตาม
neg,เนอะๆๆ 7-11 ยีงไม่มีอ่ะ ส่องมาละ
neg,ถ้าหมายความว่าการใส่สวิงอาร์มคาบอนนั้นโกง เรียนว่าท่านเข้าใจผิดนะครับ หลายค่ายใส่มาก่อน บางทีมใส่มาแล้วเป็นสิบปีครับ ฮอนด้าเพิ่งเริ่มมาใช้เลยถูกจับตาแค่นั้นเอง
neg,เมนส์... มึงทำกับผ้าอนามัย30เซ็นของกูเกินไปอาาาา กูใส่ยาวขนาดนี้มึงยังกล้าเลอะอีกเหรอ เกลียดอ่ะ
neg,ไม่โดน ลาบาบีก้อนชั่วคราว
neg,เป็นซีรี่ย์โปรดเรื่องนึงเลย เสียดายที่ไม่มีในNetflix
neg,ลองหลายทีและ ไม่โอเท่าไหร่ ราคาแพงไป ราคานี้ซื้อโฮกาเด้นอร่อยกว่ส
neg,ให้ดูเฉยๆค่าชุดไทยค่านั่งรถมาแดกก็หมดตังแดกและสัส
neg,นับวันหมูยิ่งบางลง
neg,ส่วนไทยรอไปอีก 1 ชาติ ฮ่าๆๆ ปล.จากครอบครัวที่ใช้นิสสันกันทุกคน ตอนนี้ขอบ๊ายบาย ย้ายค่ายดีกว่า
neg,นี่ซื้อหัวชีช่าจากโอมานมาบาห์เรนแล้วแล้วหิ้วกับไปดูไบ ต.ม เขาตรวจเจอนะแต่ไม่มีปัญหาอะไรเลย ไทยนี่ไม่ได้เลยถ้าตรวจเจอยิ่งกว่ายาบ้าอีก ถุยสัส😠😡
neg,ผ้าอนามัยนี่แหละค่ะตัวช่วยที่ดี มันแปะติดได้ทุกที ยกเว้นกางเกงใน
neg,คนเก่ามันไม่ดี ก้ออยากให้ลืมมันไป มึง ๆ น่าไปเนอะ
neg,พื้นเหมือนจะสะอาดเพราะเป็นหินอ่อนแต่พอลองเดินเท่านั้นแหละเท้าดำเลย
neg,นี่ลังเลว่าจะไปซื้อลิปสีน้ำเงินที่เซโฟร่าอยู่ แต่แบบ 55555555555 ทาครั้งเดียวเลิกที่แท้จิง
neg,พักนี้เหมือนชีตทุกวัน สัส 5555
neg,ส่วนตัวมองว่าประเทศเราศักยภาพในการคุมเยาวชนยังมีไม่เพียงพอ
neg,เปลี่ยนตะเกียบเถอะค่ะ ลื่นมาก คีบไม่ขึ้นเลยจ้า ไม่มันส์เบย
neg,ว่าเป็นเมนส์ก็หงุดหงิดแล้วนะ เจอกาวผ้าอนามัยแล้วแบบ ว้อยยยยยยยยยยนยยยยยนยยน
neg,เทสรถ 200 กม.มันไม่เรียกว่าเทสแล้ว เขาเรียกว่าเอาไปใช้เลย ฮอนด้าน่าจะมีมาตรการเข้มงวดกับพนักงานงานมากกว่านี้ เสียชื่อหมด เห็นเรื่องเสียหายของฮอนด้ามาหลายครั่งแล้ว จนไม่กล้าซื้อมาใช้
neg,เหตุผล คือ มีน้องที่สนิทใช้แล้วหน้าดีขึ้น เลยให้คนไปซื้อมาลองใช้บ้าง ราคาไม่แพง ... ทางน้องๆที่ทำ SnailWhite ทราบเลยขอให้พี่แป้งมาเป็นพรีเซนเตอร์ให้ค่ะ ... 😊
