Human,texts,Prediction
neu,ถ้ามาไทยก็ผิดกฎหมายนะเนี่ย ไม่แจ้งราคา ปุ่มรุ่นต่อไปคงต้องมีหน้าจอแสดงราคา E-Ink จะได้อัพเดตราคาได้ตลอด,neu
neu,LCD เปลืองแบตครับ ส่วน E-Ink ใช้ไฟแค่กระตุ้นเปลี่ยนข้อความ แล้วก็ค้างข้อความไว้ได้เลย ไม่ต้องใช้ไฟ Amazon เองก็ชำนาญเรื่อง E-Ink อยู่แล้วจาก Amazon Kindle,neu
neu,มี QR เป็น url ไปเช็คราคาปัจจุบันได้ก็ยังดี,neu
neu,แค่ออก Amazon Dash แบบมีหน้าจอ LED บอกราคาจาก Amazon ได้ ปัญหาฟ้องร้องก็จบแล้วครับ,neu
neu,กดแล้วไปแสดงราคากับรายละเอียดที่มือถือ แล้วให้ก็กดยืนยันการสั่งซื้อ,neu
pos,แหม ก็ญาติกันทั้งนั้น ครอบครัวเดียวกัน,neg
neu,แข่งกันเยอะๆแข่งกันพัฒนาดีแล้วๆ แล้วก็ลดราคาแข่งกันด้วยตัวท๊อปๆราคาอย่าเกิน 20k เลยแค่นี้ก็เป็นบุญละ,pos
neu,ค่ายแดงช่วงหลังไม่เคยได้ใช้งานเพราะราคาโดนเหมืองปั่นไปไกล ปีนี้ถ้ามาราคาไม่แพงมากจะปันใจซื้อมาใช้งานดู,neu
neg,Heat Circle GPU จะเจ๋งก็ไหนก็ไม่ใช้ เข็ด,neg
neu,นึกถึง BenQ Joybook S41 ที่มีปัญหาจากการ์ดจอ จนทำให้ BenQ เลิกผลิตโน้ตบุ๊คไปเลย หลายคนใช้ไม่กี่เดือนก็เสียต้องเคลมกันวุ่นวาย น่าจะขาดทุนไปเยอะ เพราะขายดีมากๆ โชคดีที่ผมซื้อ BenQ Joybook S42 รุ่นนี้ไม่มีปัญหาการ์ดจอ ซื้อตอนออกใหม่ๆ ของขาดตลาดมาก เหลือเครื่องสุดท้ายในห้าง ผ่านมาสิบปี ทุกวันนี้น้องผมก็ยังใช้ได้ปกติ,neg
pos,ประสิทธิภาพ Ray Tracing เอามาใช้งานจริง มันอืดนี่ มีไว้แค่เท่ๆ เองตอนนี้,neg
pos,แข่งขันกันพัฒนาสินค้าออกมาขายนะ เป็นเรื่องที่ดี แต่การพูดจาเชิงดูถูก ปากดี เอาแต่ใจ เห็นแก่ตัว และข่มคู่แข่งแบบนี้ ผมว่าพาลพาคนเกลียด CEO และตัว Brand ที่ตนเองดูแลอยู่นะ ไม่ชอบการพูดใส่กันแบบนี้ กลายเป็นก่อสงครามกับพวก Fanboy ที่เละอยู่แล้วเพิ่มขึ้นอีก ไม่ได้ต่างอะไรกับการทะเลาะวิวาทเลย ปล. หวังว่า AMD จะกลับมาอย่างสมศักดิ์ศรีที่คนรอคอยนะ แต่ถ้าเป็นไปได้ อย่ากอสงครามน้ำลายเลย พอกันทั้งคู่ เสียทั้งเวลาและอารมณ์นะ พาลกระทบผู้ถือหุ้นด้วย,neu
neu,ATI สู้เขานะครับ,neu
neu,"พูดถึง AMD ตอนนี้ผมเริ่มกังวลกับ Navi นะ เพราะว่าตอนนี้ AMD ยังคงขายของเก่าอยู่เรื่อย ๆ ทั้ง Polaris (RX480, 580, 590) และ Vega (56, 64, VII) ยังไม่มีที่ท่าจะเปิดเผยอะไรเกี่ยวกับ Navi ซะที หรือว่าส่งวิศวกรไปสำรวจดาวนั้นอยู่ก็ไม่รู้ เอาจริง ๆ ผมจะแปลกใจมากถ้า Navi ออกมากลางปี/ปลายปีนี้ตามแผน แล้วดันรองรับ DXR ด้วย :D",neu
neu,และ Su ก็เป็นหลานของ Huang ด้วย :o,neu
neu,สงสัยมานานละ CEO บริษัทคู่แข่งกันเค้าไปดินเนอร์กันได้ไหม,neu
pos,อีกหน่อยก็เอาเครื่องผสมมาตั้งแบบ TOA อยากได้สีไหน เดี๋ยวผสมสด ๆ ขายเป็นถังเลย,pos
pos,อาจได้ร่วมมือกับ Razer ก็เป็นได้ กลายเป็นเครื่องพิมพ์สี RGB บนใบหน้าทันที,neu
pos,Photoshop in real life,neu
pos,ดีครับ ขี้เกียจเถียงกับแฟนเรื่องหน้าเทา,neu
neu,ขายรึยัง!!!,neu
neu,ใส่ RGB เข้าไปแปะคำว่า Razer อยากได้เฉ้ย แต่ฐานใหญ่ไปหน่อย,neu
neu,จะพังง่ายเหมือน Ranger Raptor ไหม :P,neu
neu,อยากได้ หวังว่าราคาจะไม่แรงเกินไป,neu
pos,สวยแฮะ,pos
neg,"อารมณ์เหมือนเครื่องบินพาณิชย์โดนยิงตกเพราะไปบินในน่านฟ้าที่เค้ากำลังรบกัน แต่เผอิญว่าเค้ารบกันทุกน่านฟ้าจะบินยังไงก็มีโอกาสโดนสอยหมด แบบนี้เลิกทำประกันแล้วเอาตังไปจ้าง ""บอดี้การ์ด"" เจ๋งๆ อาจจะดีกว่า",neg
neg,ผมว่าวิธีนี้แหละที่ทำให้บริษัทประกันมีกำไรมหาศาล ไม่บอกรายละเอียดที่ควรทราบให้ลูกค้าก่อนทำประกัน หรือยกเลิกโดยอ้างเหตุผลที่ไม่อยู่ในเอกสารหรือข้อตกลง เหมือนทำนาบนหลังคนจริงๆ,neu
neg,ไม่ถูกนะครับ น้ำท่วมเราจ่ายหมด แต่ตอนนี้ไม่รับภัยน้ำท่วมแล้วเหลือความคุ้มครองแค่หลักหมื่น,neg
neg,ตอนชุมนุม รถผมโดนทุบในพื้นที่ ประกันก็ไม่จ่าย ซ่อมและทำสีเองไปแสนกว่าบาทครับ T-T,neg
neg,สงสัยมีแต่ผมมั้งที่คิดว่า ZAIC ไม่ควรจ่าย และไม่จำเป็นต้องอ้างว่าเป็นสงครามด้วย เพราะช่องโหว่หลักๆ ที่ใช้คือ EternalBlue และ EternalRomance ที่ MS ออกแพตช์ให้ตั้งแต่เดือนมีนาคม 2017 แถมออกให้ Windows XP ที่ ณ วันที่ออกก็หมดอายุซัพพอร์ตไปแล้วด้วย และ WannaCry ก็ใช้ช่องโหว่ที่ว่าในตอนกลางเดือนพฤษภาคม 2017 (ถ้าจำไม่ผิดคือวันที่ 12 พ.ค. 2017) และข่าวการโจมตีของ WannaCry นี่ก็ดังจนคนทั่วไปบางคนยังรู้ (ส่วนคนสาย IT นี่คงจะน้อยมากที่ไม่รู้) ซึ่งถ้าทีมที่ดูแลเรื่องความมั่นคงทาง IT ของ บ. Mondelez International ไม่ห่วยแตกแบบนี้ก็คงจะไม่โดน NotPetya โจมตีหรอกครับ,neg
neg,สงสัยมีแต่ผมมั้งที่คิดว่า ZAIC ไม่ควรจ่าย และไม่จำเป็นต้องอ้างว่าเป็นสงครามด้วย เพราะช่องโหว่หลักๆ ที่ใช้คือ EternalBlue และ EternalRomance ที่ MS ออกแพตช์ให้ตั้งแต่เดือนมีนาคม 2017 แถมออกให้ Windows XP ที่ ณ วันที่ออกก็หมดอายุซัพพอร์ตไปแล้วด้วย และ WannaCry ก็ใช้ช่องโหว่ที่ว่าในตอนกลางเดือนพฤษภาคม 2017 (ถ้าจำไม่ผิดคือวันที่ 12 พ.ค. 2017) และข่าวการโจมตีของ WannaCry นี่ก็ดังจนคนทั่วไปบางคนยังรู้ (ส่วนคนสาย IT นี่คงจะน้อยมากที่ไม่รู้) ซึ่งถ้าทีมที่ดูแลเรื่องความมั่นคงทาง IT ของ บ. Mondelez International ไม่ห่วยแตกแบบนี้ก็คงจะไม่โดน NotPetya โจมตีหรอกครับ,neg
neu,"ต้องให้ศาลตีความแหละครับว่ามันคือ ""act of war"" จริงไหม",neu
neg,เป็นสงคราม แต่ต้องจำกัดเฉพาะคู่สงครามรึป่าว แต่ถ้ามองว่าอินเตอเน็ทไม่มีขอบเขต แบบนี้ก็อ้างได้หมดว่าคือสงคราม แบบนี้จะมีประกันระบบคอมพิวเตอร์ไว้ทำไมครัช ผมว่าศาลไม่น่าจะตีความเป็นผลร้ายแก่ผู้เอาประกันขนาดนั้น,neg
neu,นึกถึงเคสไฟไหม้ห้างแถวๆนี้ ที่สู้กันเรื่องว่าเป็นการก่อการร้ายเลยไม่ต้องจ่ายสินไหมทดแทน.... ในเงื่อนไขต้องเขียน definitionให้ครบถ้วนล่ะนะ นิยามต้องตรงกัน act of war รวมถึงสงครามที่ไม่มีการประกาศสงครามอย่างเป็นทางการด้วยหรือไม่? ถ้าไม่มีการประกาศสครามจะใช้อะไรพิสูจน์ว่าเป็นสงคราม?,neu
neg,รั้วไฟฟ้าเดี๋ยวโดนข้อหากระทำการใดให้ผู้อื่นถึงแก่ความตายอีกครับ,neg
neg,ตอนนั้นก็เห็นรูปลงว่ามีรปภ.ในห้างหลักร้อยคนล่ะครับ แต่ทำไม.. ที่สำคัญคดีวางเพลิงยกฟ้องหมดแล้ว(เฉพาะห้างนะ) แต่สุดท้ายบ.ประกันชนะ(จากตอนแรกที่ผู้เอาสินไหมชนะ แต่พอกระบวนการมาถึงอุทธรณ์ พิพากษากลับและยกฎีกา) แต่เคสนี้มีทำประกันภัยก่อการร้ายไว้ด้วย ก็ได้ชดเชยจากส่วนนั้นแทน แต่วงเงินน้อยกว่าประกันภัยปกติเหลือแค่1/3 เลยทีเดียว,neg
neg,ตอนนั้นก็มีภาพรปภ.ติดอาวุธครับ ถ้าปะทะกันป้องกันคนธรรมดาได้แน่นอน แต่ก็นั่นแหละก็สู้มืออาชีพพร้อมอาวุธหนักไม่ได้หรอก ที่จะบอกคือมันมีเงื่อนงำหลายอย่าง ทั้งรปภ.ก็อยู่กันหลายร้อยคนจนก่อนเกิดเหตุไม่กี่ชั่วโมงแล้วค่อยถอนตัว สุดท้ายจนยกฟ้องคดีวางเพลิงไปหมดนั่นแหละ ที่งงๆกันคือเรื่องนิยามการก่อการร้าย ซึ่งทำให้ศาลพิพากษากลับ มีข้อสังเกตหลายเรื่อง(ทั้งรอบหลังเกิดหลังรปห.) แต่ก็ถือว่าเป็นเรื่องคล้ายๆกับในข่าวนี้เช่นกันถึงนิยามในเรื่องร้ายแรง,neg
neg,ขอเห็นต่างนิดนึงครับ เมื่อก่อนมีการชุมนุม S-Class Guard กระจกยังโดนทุบแตกเลยครับ คือ กระจกกันกระสุนมีไว้ติดรถเพื่อให้หนี ไม่ใช่สู้ ถ้าโดนซ้ำๆ ก็ไม่รอด,neu
neg,ถึงจะผิดหลักการตั้งเลข version ก้เถอะ แต่สุดท้ายสิทธิ์ในการตั้งเลข version ก็เป็นที่เจ้าของงาน หรือผู้ที่มีอำนาจสูงสุดนั้นแหละ 5555,neg
pos,ในที่สุด,neu
pos,แต่ MPC + K-lite Codec ยังดีที่สุดสำหรับผมนะ,pos
neu,vlc ไว้โหลด subtitle แต่พวกการควบคุม ปุ่มต่างๆ จะใช้ mpc-be สะดวกกว่า,neg
neu,แกอายุย่างเข้า 50 มั้งครับ,neu
neg,อือหือ รุป ตกใจ,neu
neu,รูปประกอบเลือกได้เข้ากับลุงแกดีครับ 555 ส่วน 5.0 นี่มาจากอายุย่างเข้า 50 แล้วมั้ง,neg
neu,ทำไมเหตุผลคุ้นๆ,neg
neu,ไหนเฮียว่าจะใจเย็นลงแล้วงายยย,neg
neu,มีใครไป commit รัวๆ ก่อนวันรวม package ใหญ่อีกหรือเปล่า ? ดูรมบ่จอย รมบ่จอย โอ๊ยยย,neu
neg,เมื่อเมื่อก่อนนี่ 0.99 0.99a ... 0.99z กว่าจะขึ้นเวอร์ชั่น 1.0 ได้ ลากไปหลายปี,neg
neu,ให้ 4.20 อยู่ต่อไป แล้วข้ามไป 5.0,neu
pos,"สักหน่อยก็ ver. 20 , 22 ไหลเร็วขึ้นเหมือน Chrome ^_^",neu
neu,ก็ไม่มีอะไรเป็นพิเศษจริงๆ 5555 เวอร์ชั่นออกตามช่วงเวลาปกติ ใน community เองคาดการกันซักพักแล้วว่า 4.20 คงจะขึ้นเลขเป็น 5.0 ไปเลย (อยู่ที่ไลนัสตัดสินใจ) แต่สุดท้ายก็ไม่ได้เปลื่ยน เลื่อนมาเปลื่ยน 4.21 -> 5.0 แทน XD,neg
neg,พอเอาคำว่า Omegle ใส่ google เจอไส้กรอกเข้าเต็มตา สำลักกาแฟเลยตรู Orz,neg
pos,ตอนนี้ลอง keyword แล้วใน Bing ขึ้นว่า No result แล้วนะ หายห่วงได้เลย,pos
neu,สนใจแนว family nudist มากกว่า เด็กผู้ชาย กับสาวผู้ใหญ่,neu
pos,หลังจากข่าวนี้ ยอดใช้ Bing มีแนวโน้มสูงขึ้น,neu
neu,จำได้ว่าเคยมีข่าวว่าไมโครซอฟท์มีระบบค้นหาภาพอนาจารเด็ก,neu
pos,ผมเห็นด้วยเลยจากแนวทางหลังๆของ Activision หวังว่า Blizzard จะออกตามไปถ้าสัญญาหมด,neg
pos,ตอนนี้เปลี่ยนวิธีการจ่ายเงินเล่นเป็นแบบ Annual Pass แทน ซึ่งประหยัดกว่าเดิม และเหมาะกับแนวการเล่นกว่าแบบซื้อเป็น DLC แบบเก่า,neg
pos,จริง ๆ Annual Pass มันก็จะคล้าย Season Pass ที่จ่ายซื้อล่วงหน้า ก่อนหน้ามีสัญญาทำ Destiny 10 โดย 10 ปีจะออก 3 ภาคภาคละ 3 ปี แต่ละภาคจะแบ่งเป็น Y1 Y2 Y3 โดนทุกปีจะเป็นอัพเดทใหญ่แล้วแต่ละปีจะมี Content แบ่งปี 4 Season Destiny 1 อายุ 3 ปี  Destiny 2 ตอนนี้อยู่ในช่วง Y2 ยังมีอายุอีก 1 ปีก่อนที่จะออก Destiny 3 แล้วอยู่ยาวจนครบ 10 ปี เท่ากับว่า 10 ปีจะมีแค่ 3 ภาคตามแพลนเดิม ประเด็นน่าจะตามข่าวที่ Activition อยากให้ออกทุก ๆ ปีซึงมันเป็นไปไม่ได้และคงไม่เป็นไปตามแพลนที่ตั้งไว้จะเห็นได้จากตอนสมัย Destiny 1 ซึ่งตอนแรกก็จะเล่นตาม Season ตาม Content ที่ออกมาและมีขาย DLC ขาย Season Pass ตามปกติจนถูกสั่งให้ใส่ Micro Transection ขายของเข้ามาในเกมส์จนถึงปัจจุบันน่าจะประมาณนี้,pos
pos,ผมว่าออกทุกปีแบบ Activition ทำเกมเละไปแล้วนะ ดูได้จาก CoD หลัง MW2 เป็นต้นไปนี่ แทบจะมีแต่คนด่าด้วยซ้ำ,neu
pos,งานนี้มีแต่คนเฮ หวังว่า Content ต่อไปจะดีขึ้น และจะลืมไปว่าเคยมี DLC : Curse of osiris,neu
pos,เอ้า เฮ ! แต่จริง ๆ ผมเดาว่าอีกอย่างคือยอดของ Destiny 2 เองก็ไม่ได้สูงอย่างที่ Activision คาดการณ์ไว้ด้วย,neg
neg,เย้~~~~ หลังๆมานี่ยิ่งที่ยิ่งเละตุ้มโจ๊กมาก,pos
neg,ถูกลืมนอกยุโรป,pos
neg,อ่อ แปลว่าถึง google จะลบไปแล้ว แต่ผมสามารถใช้ VPN มุดออกไปนอกยุโรปก็ยังค้นเจออยู่ดี,neg
neg,"เข้าที่นี้ คงเป็นการ ""เซ็นเซอร์"" มากกว่า ""สิทธิ""",neg
neg,2 มาตรฐาน ไว้ใจไม่ได้,neg
neg,ฝรั่งทำผิด คดีสิ้นสุด ลบออก ขาวใส ทวีปอื่นทำผิด ไม่ควรลบ ตีความได้แบบนี้หรือเปล่า หรือผมเข้าใจผิด,neu
neg,สุดทางแล้ว ทำได้แค่เพิ่มจาน ถ้า ssd ตามทันก็จบ ลาโลกได้เลย ฮาร์ดดิสจานหมูนนน,neg
neg,ซื้อ 2 ลูกเลยครับ ถ้า backup งาน ทั้งชาติผมว่าไม่เกิน 4TB หลอก เพราะผม ก็ backup อยู่ 4TB สองลูก อย่างอื่นก็ load ใหม่เอาก็ได้,neu
neu,ยืนยันครับ แต่ของผมใช้เกิน 4TB ไปเยอะ เพราะเก็บไฟล์สีีชมพูเอาไว้,neu
neg,ตอนนี้ google drive ก็ 65 tb ละ,neg
neu,SSD 1 TB ราคา 5000,neu
neg,น่าจะเป็น UHS-II จะดีกว่านี้,neu
neg,ได้เปิดเปิดตัวการ์ด SDXC ใหม่ เปิดเปิดตัว ? Lexar ว่างจำหน่ายที่ 499.99 ดอลลาร์ ว่างจำหน่าย => วางจำหน่าย,neu
neu,Samsung Galaxy Sอี,neu
neu,Galaxy SX series,neu
neu,Galaxy Immortal พร้อมโหมด BR #เผ่น,neu
neu,บัตรของปลอม เพราะมันไม่มีรู อิอิ,neu
neg,ประเภทแชร์แล้วรวย แชร์แล้ถ้าถูกหวยก็บ่อย,neg
neg,พ่อผมนี่ตัวแชร์เลย ข่าวปลอมข่าวมั่ว กดแชร์หมด,neg
pos,แต่ผมว่าจริงนะ คนมีอายุมีแนวโน้มเชื่อข่าวปลอมที่แชร์กันในโลกออนไลน์มากกว่าคนอายุน้อย สังเกตุจากคนรอบๆตัว แถมบางทีเราโดนด่าอีก เถียงก็ไม่ได้บางคนเขาบอกอาบน้ำร้อนมาก่อน,pos
pos,คิดว่าหลักๆก็ความสามารถแยะแยกข้อมูลถูกผิดคนสมัยก่อนมีจำกัดว่าสมัยนี้ ทำให้ปรับตามไม่ทันรวมถึงการอยากทำตัวโชว์ว่าตนมีคุณค่า หรือ เร็วไว้ก่อนเพื่อโอ้อวดบางอย่าง อย่างของไทยเราปัจจุบันจะมีเรื่องสื่อชี้นำ หรือไอดอลของตนชี้นำ ถ้าต้นทางผิดก็จะเฮผิดตามไปกัน บางเคสใครพลาดไปขวางก็จะโดนรุม Bully ทั้งที่คนแย้งอาจจะถูกก็ตาม อย่างเช่น ข่าวป้าเมียทหารถีบคนท้อง ตายายเก็บเห็ด แพะครูขับรถชน ฯลฯ พอมีเซเลปทางโซเชี่ยลชี้ไปทางไหนคนก็พร้อมจะเฮไปทางนั้น แต่พอความจริงเฉลยไปอีกทางเหรอ เหอะๆๆๆ,neg
neg,ขนาดเพจดังๆที่แอดเคยเป็นหมอ ชอบบอกคนอื่นจะแชร์อะไรก็หัดคิดหน่อยก็ยังพลาดเพราะรีบแชร์เหมือนกัน,neg
neu,น่าจะจริงครับ เห็นแชร์เรื่อง โค้กเอาไปขัดส้วมได้ ไม่ควรกิน อะไรแบบนี้บ่อยๆ,neg
neg,พูดเรื่องนี้แล้วเหนื่อย ในเกรู๊ปเครือญาติผมต้องคอยแก้พวกข่าวปลอมที่ญาติ ๆชอบเอามาแชร์กันในกลุ่มแทบทุกวันบางอันแชร์แล้วก็แชร์อีก จะนิ่ง ๆก็กลัวเอาไปทำกันจริง ๆพวกข่าวกินอันนี้แล้วโรคหาย กินนี่กับนี่แล้วตาย,neg
neg,พ่อแม่ผมอายุ 50 ก็แชร์แล้วอะ สมุนไพรรักษาทุกโลก กิน xxx เพื่อสุขภาพ แถมว่าบอกด้วยว่าคนที่แชร์เป็นหมอจบ....เชื่อถือได้ จะไปซื้อมาใช้บ้าง ผมนี่เพลียแทน เบรกแทบไม่ทัน,neg
neg,ขิงยิ่งแก่ ยิ่งเผ็ด,neu
pos,สิงที่ผมคิด เป็นจริง,pos
neu,"เรื่องข่าวปลอมนี่ผมพยายามเทรนแม่ผม(ฮา)เสมอๆเรื่องนี้ แล้วก็กดไลค์เพจชัวร์ก่อนแชร์หรือเพจอาจารย์เจษไว้ให้ ก็ช่วยได้มากขึ้น เดี๊ยวนี้ดูจะไตร่ตรองตลอด อันไหนดูแปลกๆจะส่งมาถามลูกก่อนว่าอันนี้จริงไหม ตรวจสอบให้หน่อย อะไรอย่างนี้ ผมว่า ก่อนที่เราจะบ่นว่าพ่อแม่เราชอบแชร์อะไรแปลกๆ การที่เราดูแลเอาใจใส่ผู้ปกครองญาติผู้ใหญ่ของเราก็เป็นเรื่องดีเรื่องน่ารักนะ ยอมรับว่าอาจจะยากหน่อย แต่ก็ได้ผลลัพธ์ที่ดี ดีกว่าให้ท่านเชื่ออะไรผิดๆไปปฏิบัติ ยิ่งเรื่องเกี่ยวกับสุขภาพยิ่งอันตราย แต่ก็อาจจะเป็นเพราะแม่ผมท่านยอมรับด้วยแหละว่าเรื่องเทคโนโลยีท่านประสบการณ์น้อยกว่าเรา ท่านเลยปรึกษาเรา อย่างไรก็ดี ในหัวข้อนี้มันเน้นเกี่ยวกับเรื่อง ""การเมือง"" ซึ่งมันก็เป็นอีกกรณีที่แตกต่าง มันไม่ใช่ข่าวปลอมแบบวิทยาศาสตร์ที่คนจะยอมรับหรือเชื่อจากข้อมูลจริง",neu
neg,ผมนี่ต้องไปนั่งอ่าน Paper เพื่อมาดีเบตกับคุณพ่อคุณแม่เลย เพราะแชร์ข่าวมั่วประจำ ยิ่งส่วนมาเป็นเรื่องอาหารหารการกิน ยิ่งน่าเป็นห่วง,neg
neg,นี่คือมาตรการตอบโต้ของรัฐบาลจีนที่มีต่ออเมริกาในสงครามเศรษฐกิจไม๊เนี่ย 555 spec และราคาจะโหดไปไหน กระจุยกระจายทุกตลาด,neg
neg,"Snpadragon 660 ราคา 4,700 ขายเอามันเหรอ",neg
neg,660 นี่แรงขนาดไหนครับ,neg
neg,"จะโหดกว่านี้ถ้าเลิกใช้ Qualcomm แล้วใช้ kirin, helio, Exynos แทน",neg
neg,พอแยกแบรนด์แล้วโหดได้อีก พี่จะไม่ให้ใครขายเลยใช่ไหมคับ 5555,neg
pos,กระเป๋าเงินสั่นระริก พับแผนซื้อ A2 ทันที,pos
neu,โหดจริงเลยMI pocoตบตลาดบน(8xx) redmiตบตลาดกลาง(65x-66x) แล้วจะตบตลาดล่างอีกไหมเนี่ย(62x-63x),neu
pos,ตังที่เก็บไว้สอย R5 3600 คงจะกลายเป็นไอ้นี่แหละ นานเกิ้น,pos
neu,รอดู Redmi Note 7 Pro ที่ใช้กล้อง 48MP ของ Sony ก่อน ไม่ค่อยเชื่อใจ Samsung แต่ถ้าออกมาผลงานไม่ต่างกันมากคงเสร็จตัวนี้ 55,neg
pos,ราคาคือนวัตกรรมจริงๆ,pos
pos,เหมาะจะซื้อให้พ่อมาก,neu
neg,มีคำว่า Note มันก็ต้องมีปากกาเซ่,neg
pos,หยุดแผนการจะซื้อ realme 2pro ในทันที,pos
pos,เอาๆ,neu
neg,2gb ดูวันเดียวก็หมดแล้ว,neg
neu,เค้าคำนวนมาให้แล้วครับ เฉลี่ยเอา 30 วัน 2GB พอดี (หยอกๆ),neu
neu,ในข่าวตัวเลขตก * ไปนะครับ ที่ถูกคือ * 3 9 9 * 1 1 2 #,neu
neu,"เอามาใช้กับ AutoCad, AutoDesk หรืองาน Render วีดีโอ มันจะร้อนไหมเนี่ย สเปคแบบนี้",neu
neu,กางออกได้ 180 องศาหรือเปล่าครับ ไม่น่าใช่ 90 นะ 😅,neu
neg,เอาจริงๆ จะเกิดคำถามขึ้นมาทันที ใครจิซื้อ ? ถ้ามาระดับนี้เขาไปหา MacBook Pro ง่ายกว่า ? Asus ScreenPad ทำเล่นๆแล้วก็จากไป ไม่ทำต่อแล้วอ่อ ? ยีห้อนี้มีอะไรที่เป็น Signature จริงๆบ้าง 10 รุ่น 10 ความสามารถที่ไม่เข้ากัน,neg
neg,อ่า .... ใช้วิธีสร้าง virtual mem ให้เกือบๆเต็ม เพื่อให้ windows ไม่อัพเดท ไม่ได้แล้วสินะ ;-D,neg
neg,ไม่ได้กิน! บล็อกพื้นที่ทุกจุดที่ Windows จะเขียนไฟล์อัปเดตเรียบร้อยแล้ว,neg
neg,นึกว่าแบ่งพื้นที่เอา Update ไปไว้บนแรมหรือใส่ใน Virtual Memory หรือให้ USB Drive เป็นที่เก็บชั่วคราวเสียอีก,neu
neg,บรรลัยอีกแน่นอน,neg
neg,PC พวก tablet หรือ mini PC ที่เป็น dual OS หรือพวกความจุเล็กๆ แบบ Notebook ที่เป็น CPU ตระกูล ATOM X5 มี Storage ON BOARD มาแค่ 32GB จะมีที่เหลือพอใช้งานทั่วไปได้ยังไงหนอ ตั้งแต่ 1803 มาถึง 1809 นี่ก็โดนบังคับ clean install มา 2 รอบแล้ว ลองใช้วิธีเสียบ thumb drive ก็ update ไม่ผ่าน ล่าสุดนี่ถึงกับเปิดไม่ติดจนต้องลง windows ใหม่,neg
pos,มาให้ไว พร้อมอัพเดททุก Devices ความสุขเล็กๆของการใช้ซอฟแวร์ลิขสิทธิ์ก็คือการได้รับการอัพเดททันสมัยใหม่ล่าสุดนี่แหละ,pos
neg,ลง windows ลง office หมดแล้ว 32GB,neg
neg,เครื่องผม ssd 120gb ms + windows + และถูกกันไปอีก 7gb พื้นที่ผมจะเหลืออะไร T_T,neg
neg,ตอนนี้เหลือ 9GB ครับ โดนจองอีกคงต้องเปลี่ยนคอมใหม่ น่าจะซื้อรุ่น SSD 512GB ตั้งแต่แแรก,neg
neg,จริงๆทุกวันนี้แต่ละครั้งที่อัพเดทมันก็ใช้พื้นที่เยอะอยู่แล้วนะครับ การอัพครั้ง ล่าสุดผมเหลือที่ว่าง 10GB ยังไม่พอเลย ต้องเคลียร์พื้นที่ก่อน,neg
neu,ตัวเล็กสุดยัง 1.5kg,neu
neg,นึกว่าจะเริ่มวิ่งไป BT 5.0 แล้วสะอีก เพราะ BT 5.0 ของ Qualcomm เริ่มราคาลงมามากแล้ว ปล.ยังรอการบบรจุ e-sim ใน NB/ Tablet window,neg
neg,"ยังมี 3.1 อีกหรอ นึกว่าจะไม่มีแล้ว แล้วไปใช้ C จนหมด เพราะมันได้ทั้งไฟเข้าและออก และหน้าจอ เมื่อ 5-8 ปีที่แล้วเป็นไง ตอนนี้ก็ยังเป็นแบบนี้ FHD,HD+ เป็นการทุกเจ้า",neg
pos,ปุ่มคีย์บอร์ดนูนสูง ชอบอ่ะ น่าจะพิมพ์มันส์เลย,neu
neu,กูเกิลขีดเส้นตาย เปิดตัวบล็อคโฆษณาบน Chrome ทั่งโลก 9 กรกฎาคมนี้ ทั่งโลก => ทั้งโลก / ทั่วโลก,neu
neg,คิดเล่นๆ ปิดโฆษณา(เจ้าอื่น)​แล้วแสดงแต่ของตัวเอง,neg
neu,บล็อก Youtube ให้หน่อย :D,neu
neg,MacKenzie อาจได้รับหุ้นหรือเงินสูงถึง 66 ล้านดอลลาร์สหรัฐ น่าจะ 66 พันล้านดอลลาร์สหรัฐ รึเปล่าครับ (ในข่าวเป็น Billion),neu
neg,มีกิ้กเปล่า,neu
neg,ตามข่าวจากหนังสือTabloid เฮีย Jeff ไปมีกิ๊ก กับ คุณแม่ที่มีลูกสาม,neu
neg,หย่าก่อนที่จะเกลียดกันสินะครับ,neu
neg,เงินซื้อทุกอย่างไม่ได้,neg
neg,หุ้นจะตกไหม 😅,neu
neg,สงสัยไม่ได้เป็นอันดับ1แล้วแน่ๆ,neu
neg,แกมีปัญหาที่ดวงตา หรือมีปัญหาจากเส้นเลือดในสมองรึเปล่าครับ ดูตาแกเปิดไม่เท่ากัน หรือว่าแกผ่าตัด หรือเป็นมาโดยกำเนิด,neu
neg,พอมุดเข้าอาคารจอดรถ ลูกศรจะชี้ทิศพิศดารไหม,neu
pos,ดีงาม,neu
pos,"อยากให้มัน ""ล็อกเป้า"" รถคันหน้าได้ ประโยชน์ไว้ตอนขับตามกัน หน้าจอเท่ๆ เหมือนเครื่องบินรบล็อกเป้ามิสไซส์น่าจะดี",neu
pos,มันน่าจะสื่อสารกันได้กับคันหน้า แล้วใช้ข้อมูลของคันหน้ามาช่วยประเมินการนำทาง เบรค ตัดสินใจอื่นๆ ด้วย ยิ่งถ้าทำเป็นโครงข่ายได้จะสุดยอดมากๆ,neu
neu,คุณมีฟีเจอร์แจ้งเตือนวาไม่ขอรับการเช็ดกระจกตรงสี่แยก 😑,neg
neu,กระจกแตกค่าเปลี่ยนเท่าไรล่ะเนี้ย,pos
pos,แรงว่ารุ่นก่อน 15% แต่ประหยัดไฟกว่ามากสินะ,neu
